cli_district_id,birthdate,lat_street,lon_street,card_type,gender
"[14,29]","[62,90]","[-0.639722,-34.8144057]","[116.0054635,174.4279938]",classic,Female
"[14,29]","[62,90]","[-0.639722,-34.8144057]","[116.0054635,174.4279938]",classic,Female
"[14,29]","[62,90]","[-0.639722,-34.8144057]","[116.0054635,174.4279938]",junior,Female
"[14,29]","[62,90]","[-0.639722,-34.8144057]","[116.0054635,174.4279938]",classic,Male
"[14,29]","[62,90]","[-0.639722,-34.8144057]","[116.0054635,174.4279938]",classic,Female
"[1,8]","[100,85]","[-0.639722,13.760825]","[121.0627507,174.4279938]",classic,Female
"[1,8]","[100,85]","[-0.639722,13.760825]","[121.0627507,174.4279938]",junior,Male
"[1,8]","[100,85]","[-0.639722,13.760825]","[121.0627507,174.4279938]",gold,Female
"[1,8]","[100,85]","[-0.639722,13.760825]","[121.0627507,174.4279938]",classic,Male
"[1,8]","[100,85]","[-0.639722,13.760825]","[121.0627507,174.4279938]",classic,Female
"[1,5]","[86,90]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",junior,Female
"[1,5]","[86,90]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Male
"[1,5]","[86,90]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",junior,Female
"[1,5]","[86,90]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Female
"[12,17]","[85,89]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Male
"[12,17]","[85,89]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Male
"[12,17]","[85,89]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Female
"[12,17]","[85,89]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Male
"[22,31]","[80,90]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",gold,Male
"[22,31]","[80,90]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Female
"[22,31]","[80,90]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Male
"[22,31]","[80,90]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Male
"[22,31]","[80,90]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Male
"[22,31]","[80,90]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",junior,Male
"[22,31]","[80,90]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Male
"[1,9]","[55,71]","[22.315357849999998,34.76436245]","[114.0451497252082,137.62649011075342]",classic,Male
"[1,9]","[55,71]","[22.315357849999998,34.76436245]","[114.0451497252082,137.62649011075342]",classic,Male
"[1,9]","[55,71]","[22.315357849999998,34.76436245]","[114.0451497252082,137.62649011075342]",classic,Male
"[1,9]","[55,71]","[22.315357849999998,34.76436245]","[114.0451497252082,137.62649011075342]",junior,Male
"[1,9]","[55,71]","[22.315357849999998,34.76436245]","[114.0451497252082,137.62649011075342]",classic,Female
"[1,9]","[55,71]","[22.315357849999998,34.76436245]","[114.0451497252082,137.62649011075342]",classic,Female
"[1,9]","[55,71]","[22.315357849999998,34.76436245]","[114.0451497252082,137.62649011075342]",gold,Male
"[1,5]","[90,93]","[21.2391067,24.1299753]","[105.6758987,120.6343613]",classic,Female
"[1,5]","[90,93]","[21.2391067,24.1299753]","[105.6758987,120.6343613]",classic,Female
"[1,5]","[90,93]","[21.2391067,24.1299753]","[105.6758987,120.6343613]",gold,Female
"[1,5]","[90,93]","[21.2391067,24.1299753]","[105.6758987,120.6343613]",junior,Male
"[1,5]","[90,93]","[21.2391067,24.1299753]","[105.6758987,120.6343613]",classic,Female
"[1,5]","[90,93]","[21.2391067,24.1299753]","[105.6758987,120.6343613]",classic,Female
"[1,9]","[100,98]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",classic,Male
"[1,9]","[100,98]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",classic,Female
"[1,9]","[100,98]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",gold,Female
"[1,9]","[100,98]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",classic,Female
"[1,9]","[100,98]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",classic,Male
"[1,9]","[100,98]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",classic,Male
"[24,31]","[101,99]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",classic,Female
"[24,31]","[101,99]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",junior,Female
"[24,31]","[101,99]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",junior,Male
"[24,31]","[101,99]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",gold,Female
"[24,31]","[101,99]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",classic,Female
"[24,31]","[101,99]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",classic,Male
"[1,9]","[53,73]","[35.31586,47.6985307]","[-111.043401,-86.207463]",gold,Male
"[1,9]","[53,73]","[35.31586,47.6985307]","[-111.043401,-86.207463]",classic,Female
"[1,9]","[53,73]","[35.31586,47.6985307]","[-111.043401,-86.207463]",junior,Male
"[1,9]","[53,73]","[35.31586,47.6985307]","[-111.043401,-86.207463]",classic,Female
"[1,9]","[53,73]","[35.31586,47.6985307]","[-111.043401,-86.207463]",classic,Male
"[1,9]","[53,73]","[35.31586,47.6985307]","[-111.043401,-86.207463]",classic,Male
"[1,9]","[53,73]","[35.31586,47.6985307]","[-111.043401,-86.207463]",classic,Female
"[1,8]","[58,74]","[43.1900046,51.7020242]","[-1.6933136,1.4175744]",junior,Male
"[1,8]","[58,74]","[43.1900046,51.7020242]","[-1.6933136,1.4175744]",classic,Female
"[1,8]","[58,74]","[43.1900046,51.7020242]","[-1.6933136,1.4175744]",classic,Male
"[1,8]","[58,74]","[43.1900046,51.7020242]","[-1.6933136,1.4175744]",junior,Male
"[1,8]","[58,74]","[43.1900046,51.7020242]","[-1.6933136,1.4175744]",classic,Female
"[1,8]","[58,74]","[43.1900046,51.7020242]","[-1.6933136,1.4175744]",junior,Male
"[19,30]","[52,58]","[45.169709,46.0272752]","[-116.5759867,-123.0111111]",classic,Male
"[19,30]","[52,58]","[45.169709,46.0272752]","[-116.5759867,-123.0111111]",classic,Male
"[19,30]","[52,58]","[45.169709,46.0272752]","[-116.5759867,-123.0111111]",classic,Male
"[19,30]","[52,58]","[45.169709,46.0272752]","[-116.5759867,-123.0111111]",classic,Male
"[20,33]","[67,71]","[40.3070954,45.169709]","[-111.75649325870965,-88.822156]",junior,Male
"[20,33]","[67,71]","[40.3070954,45.169709]","[-111.75649325870965,-88.822156]",classic,Male
"[20,33]","[67,71]","[40.3070954,45.169709]","[-111.75649325870965,-88.822156]",classic,Female
"[20,33]","[67,71]","[40.3070954,45.169709]","[-111.75649325870965,-88.822156]",classic,Female
"[13,9]","[54,75]","[39.862921,52.45376785]","[-0.33248,1.4175744]",classic,Male
"[13,9]","[54,75]","[39.862921,52.45376785]","[-0.33248,1.4175744]",classic,Male
"[13,9]","[54,75]","[39.862921,52.45376785]","[-0.33248,1.4175744]",classic,Female
"[13,9]","[54,75]","[39.862921,52.45376785]","[-0.33248,1.4175744]",classic,Female
"[13,9]","[54,75]","[39.862921,52.45376785]","[-0.33248,1.4175744]",classic,Male
"[13,9]","[54,75]","[39.862921,52.45376785]","[-0.33248,1.4175744]",classic,Female
"[13,9]","[54,75]","[39.862921,52.45376785]","[-0.33248,1.4175744]",gold,Male
"[1,6]","[101,94]","[37.4094105,44.0289536]","[-111.75744478718045,-86.207463]",classic,Female
"[1,6]","[101,94]","[37.4094105,44.0289536]","[-111.75744478718045,-86.207463]",classic,Male
"[1,6]","[101,94]","[37.4094105,44.0289536]","[-111.75744478718045,-86.207463]",junior,Female
"[1,6]","[101,94]","[37.4094105,44.0289536]","[-111.75744478718045,-86.207463]",classic,Female
"[1,6]","[101,94]","[37.4094105,44.0289536]","[-111.75744478718045,-86.207463]",classic,Male
"[1,6]","[101,94]","[37.4094105,44.0289536]","[-111.75744478718045,-86.207463]",gold,Female
"[1,6]","[101,94]","[37.4094105,44.0289536]","[-111.75744478718045,-86.207463]",classic,Female
"[1,9]","[79,99]","[43.1900046,52.6196399]","[-0.33248,3.6959771]",gold,Male
"[1,9]","[79,99]","[43.1900046,52.6196399]","[-0.33248,3.6959771]",classic,Female
"[1,9]","[79,99]","[43.1900046,52.6196399]","[-0.33248,3.6959771]",classic,Female
"[1,9]","[79,99]","[43.1900046,52.6196399]","[-0.33248,3.6959771]",junior,Male
"[1,9]","[79,99]","[43.1900046,52.6196399]","[-0.33248,3.6959771]",classic,Male
"[1,9]","[79,99]","[43.1900046,52.6196399]","[-0.33248,3.6959771]",junior,Female
"[1,9]","[79,99]","[43.1900046,52.6196399]","[-0.33248,3.6959771]",junior,Male
"[13,32]","[101,96]","[35.31586,43.1900046]","[-115.15799561955828,-90.0577783]",classic,Male
"[13,32]","[101,96]","[35.31586,43.1900046]","[-115.15799561955828,-90.0577783]",junior,Female
"[13,32]","[101,96]","[35.31586,43.1900046]","[-115.15799561955828,-90.0577783]",classic,Female
"[13,32]","[101,96]","[35.31586,43.1900046]","[-115.15799561955828,-90.0577783]",classic,Male
"[13,32]","[101,96]","[35.31586,43.1900046]","[-115.15799561955828,-90.0577783]",classic,Female
"[13,32]","[101,96]","[35.31586,43.1900046]","[-115.15799561955828,-90.0577783]",classic,Female
"[10,27]","[82,97]","[43.1900046,51.4907819]","[-0.33248,0.3774018]",classic,Female
"[10,27]","[82,97]","[43.1900046,51.4907819]","[-0.33248,0.3774018]",junior,Male
"[10,27]","[82,97]","[43.1900046,51.4907819]","[-0.33248,0.3774018]",classic,Male
"[10,27]","[82,97]","[43.1900046,51.4907819]","[-0.33248,0.3774018]",classic,Male
"[27,33]","[77,99]","[43.1900046,52.370336]","[-0.1556566,4.8895215]",junior,Male
"[27,33]","[77,99]","[43.1900046,52.370336]","[-0.1556566,4.8895215]",classic,Male
"[27,33]","[77,99]","[43.1900046,52.370336]","[-0.1556566,4.8895215]",classic,Male
"[27,33]","[77,99]","[43.1900046,52.370336]","[-0.1556566,4.8895215]",classic,Male
"[1,3]","[50,72]","[37.8381386,63.8729927]","[11.581714099864232,9.0752066]",classic,Female
"[1,3]","[50,72]","[37.8381386,63.8729927]","[11.581714099864232,9.0752066]",classic,Male
"[1,3]","[50,72]","[37.8381386,63.8729927]","[11.581714099864232,9.0752066]",gold,Male
"[1,3]","[50,72]","[37.8381386,63.8729927]","[11.581714099864232,9.0752066]",classic,Female
"[1,3]","[50,72]","[37.8381386,63.8729927]","[11.581714099864232,9.0752066]",classic,Female
"[1,3]","[50,72]","[37.8381386,63.8729927]","[11.581714099864232,9.0752066]",gold,Male
"[1,3]","[50,72]","[37.8381386,63.8729927]","[11.581714099864232,9.0752066]",classic,Male
"[18,30]","[48,75]","[41.3386673,64.2190881]","[11.581714099864232,8.5909636]",junior,Male
"[18,30]","[48,75]","[41.3386673,64.2190881]","[11.581714099864232,8.5909636]",junior,Female
"[18,30]","[48,75]","[41.3386673,64.2190881]","[11.581714099864232,8.5909636]",classic,Male
"[18,30]","[48,75]","[41.3386673,64.2190881]","[11.581714099864232,8.5909636]",classic,Female
"[18,30]","[48,75]","[41.3386673,64.2190881]","[11.581714099864232,8.5909636]",gold,Male
"[18,30]","[48,75]","[41.3386673,64.2190881]","[11.581714099864232,8.5909636]",classic,Female
"[18,30]","[48,75]","[41.3386673,64.2190881]","[11.581714099864232,8.5909636]",classic,Female
"[1,28]","[56,78]","[42.4020525,63.8729927]","[19.8958197,24.2768263]",classic,Male
"[1,28]","[56,78]","[42.4020525,63.8729927]","[19.8958197,24.2768263]",classic,Male
"[1,28]","[56,78]","[42.4020525,63.8729927]","[19.8958197,24.2768263]",junior,Male
"[1,28]","[56,78]","[42.4020525,63.8729927]","[19.8958197,24.2768263]",junior,Male
"[1,28]","[56,78]","[42.4020525,63.8729927]","[19.8958197,24.2768263]",classic,Male
"[1,28]","[56,78]","[42.4020525,63.8729927]","[19.8958197,24.2768263]",classic,Female
"[1,28]","[56,78]","[42.4020525,63.8729927]","[19.8958197,24.2768263]",classic,Female
"[1,9]","[65,77]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",classic,Female
"[1,9]","[65,77]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",classic,Female
"[1,9]","[65,77]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",classic,Male
"[1,9]","[65,77]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",classic,Female
"[1,9]","[65,77]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",classic,Female
"[1,9]","[65,77]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",classic,Male
"[1,9]","[65,77]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",junior,Male
"[1,1]","[79,89]","[34.76436245,65.160257]","[137.62649011075342,24.2768263]",classic,Female
"[1,1]","[79,89]","[34.76436245,65.160257]","[137.62649011075342,24.2768263]",classic,Male
"[1,1]","[79,89]","[34.76436245,65.160257]","[137.62649011075342,24.2768263]",classic,Female
"[1,1]","[79,89]","[34.76436245,65.160257]","[137.62649011075342,24.2768263]",gold,Male
"[1,1]","[79,89]","[34.76436245,65.160257]","[137.62649011075342,24.2768263]",junior,Female
"[1,1]","[79,89]","[34.76436245,65.160257]","[137.62649011075342,24.2768263]",classic,Female
"[1,1]","[79,89]","[34.76436245,65.160257]","[137.62649011075342,24.2768263]",junior,Male
"[1,1]","[102,98]","[43.5893631,52.1620973]","[5.3496353,9.82279009151976]",gold,Female
"[1,1]","[102,98]","[43.5893631,52.1620973]","[5.3496353,9.82279009151976]",classic,Male
"[1,1]","[102,98]","[43.5893631,52.1620973]","[5.3496353,9.82279009151976]",gold,Male
"[1,1]","[102,98]","[43.5893631,52.1620973]","[5.3496353,9.82279009151976]",junior,Male
"[1,1]","[102,98]","[43.5893631,52.1620973]","[5.3496353,9.82279009151976]",junior,Female
"[1,4]","[103,98]","[34.76436245,45.9494582]","[10.2524462,9.82279009151976]",classic,Female
"[1,4]","[103,98]","[34.76436245,45.9494582]","[10.2524462,9.82279009151976]",classic,Female
"[1,4]","[103,98]","[34.76436245,45.9494582]","[10.2524462,9.82279009151976]",classic,Female
"[1,4]","[103,98]","[34.76436245,45.9494582]","[10.2524462,9.82279009151976]",classic,Male
"[1,4]","[103,98]","[34.76436245,45.9494582]","[10.2524462,9.82279009151976]",classic,Male
"[23,9]","[103,92]","[45.9494582,51.4765067]","[10.2524462,8.5909636]",classic,Male
"[23,9]","[103,92]","[45.9494582,51.4765067]","[10.2524462,8.5909636]",classic,Male
"[23,9]","[103,92]","[45.9494582,51.4765067]","[10.2524462,8.5909636]",junior,Male
"[23,9]","[103,92]","[45.9494582,51.4765067]","[10.2524462,8.5909636]",classic,Female
"[23,9]","[103,92]","[45.9494582,51.4765067]","[10.2524462,8.5909636]",classic,Female
"[15,9]","[88,98]","[34.76436245,63.8729927]","[137.62649011075342,19.8958197]",classic,Male
"[15,9]","[88,98]","[34.76436245,63.8729927]","[137.62649011075342,19.8958197]",classic,Female
"[15,9]","[88,98]","[34.76436245,63.8729927]","[137.62649011075342,19.8958197]",classic,Female
"[15,9]","[88,98]","[34.76436245,63.8729927]","[137.62649011075342,19.8958197]",classic,Male
"[15,9]","[88,98]","[34.76436245,63.8729927]","[137.62649011075342,19.8958197]",classic,Male
"[35,42]","[15,35]","[-12.07671465,-31.42239885]","[-63.04977211857161,-77.05315265]",classic,Male
"[35,42]","[15,35]","[-12.07671465,-31.42239885]","[-63.04977211857161,-77.05315265]",classic,Female
"[35,42]","[15,35]","[-12.07671465,-31.42239885]","[-63.04977211857161,-77.05315265]",junior,Female
"[35,42]","[15,35]","[-12.07671465,-31.42239885]","[-63.04977211857161,-77.05315265]",classic,Female
"[39,44]","[47,56]","[-17.1768881,-8.9014344]","[-41.185298,13.2321768]",classic,Female
"[39,44]","[47,56]","[-17.1768881,-8.9014344]","[-41.185298,13.2321768]",classic,Male
"[39,44]","[47,56]","[-17.1768881,-8.9014344]","[-41.185298,13.2321768]",classic,Female
"[39,44]","[47,56]","[-17.1768881,-8.9014344]","[-41.185298,13.2321768]",classic,Female
"[36,46]","[10,9]","[-33.9966839,21.2391067]","[105.6758987,80.0065516]",junior,Male
"[36,46]","[10,9]","[-33.9966839,21.2391067]","[105.6758987,80.0065516]",junior,Female
"[36,46]","[10,9]","[-33.9966839,21.2391067]","[105.6758987,80.0065516]",junior,Female
"[36,46]","[10,9]","[-33.9966839,21.2391067]","[105.6758987,80.0065516]",classic,Female
"[36,46]","[10,9]","[-33.9966839,21.2391067]","[105.6758987,80.0065516]",classic,Female
"[36,46]","[10,9]","[-33.9966839,21.2391067]","[105.6758987,80.0065516]",classic,Female
"[36,46]","[10,9]","[-33.9966839,21.2391067]","[105.6758987,80.0065516]",classic,Female
"[36,46]","[10,9]","[-33.9966839,21.2391067]","[105.6758987,80.0065516]",classic,Female
"[48,74]","[19,50]","[-0.9398412,3.7341097000000003]","[-53.83412901938374,96.84789194999999]",classic,Male
"[48,74]","[19,50]","[-0.9398412,3.7341097000000003]","[-53.83412901938374,96.84789194999999]",classic,Female
"[48,74]","[19,50]","[-0.9398412,3.7341097000000003]","[-53.83412901938374,96.84789194999999]",classic,Male
"[48,74]","[19,50]","[-0.9398412,3.7341097000000003]","[-53.83412901938374,96.84789194999999]",classic,Female
"[48,74]","[19,50]","[-0.9398412,3.7341097000000003]","[-53.83412901938374,96.84789194999999]",classic,Male
"[48,74]","[19,50]","[-0.9398412,3.7341097000000003]","[-53.83412901938374,96.84789194999999]",classic,Female
"[48,74]","[19,50]","[-0.9398412,3.7341097000000003]","[-53.83412901938374,96.84789194999999]",classic,Male
"[54,71]","[11,7]","[12.28439,21.2391067]","[105.6758987,80.6362193]",classic,Male
"[54,71]","[11,7]","[12.28439,21.2391067]","[105.6758987,80.6362193]",junior,Male
"[54,71]","[11,7]","[12.28439,21.2391067]","[105.6758987,80.6362193]",classic,Male
"[54,71]","[11,7]","[12.28439,21.2391067]","[105.6758987,80.6362193]",classic,Male
"[74,77]","[2,8]","[16.5750084,21.2391067]","[105.6758987,80.3560764]",classic,Female
"[74,77]","[2,8]","[16.5750084,21.2391067]","[105.6758987,80.3560764]",classic,Female
"[74,77]","[2,8]","[16.5750084,21.2391067]","[105.6758987,80.3560764]",classic,Female
"[74,77]","[2,8]","[16.5750084,21.2391067]","[105.6758987,80.3560764]",classic,Female
"[42,66]","[11,7]","[30.3596255,35.31586]","[-118.1855016,-93.24796]",gold,Female
"[42,66]","[11,7]","[30.3596255,35.31586]","[-118.1855016,-93.24796]",gold,Male
"[42,66]","[11,7]","[30.3596255,35.31586]","[-118.1855016,-93.24796]",gold,Male
"[42,66]","[11,7]","[30.3596255,35.31586]","[-118.1855016,-93.24796]",classic,Male
"[42,66]","[11,7]","[30.3596255,35.31586]","[-118.1855016,-93.24796]",classic,Female
"[42,66]","[11,7]","[30.3596255,35.31586]","[-118.1855016,-93.24796]",junior,Female
"[42,66]","[11,7]","[30.3596255,35.31586]","[-118.1855016,-93.24796]",classic,Female
"[36,74]","[13,9]","[22.8176662,34.10608]","[-80.72281,70.8345928]",classic,Male
"[36,74]","[13,9]","[22.8176662,34.10608]","[-80.72281,70.8345928]",classic,Female
"[36,74]","[13,9]","[22.8176662,34.10608]","[-80.72281,70.8345928]",classic,Female
"[36,74]","[13,9]","[22.8176662,34.10608]","[-80.72281,70.8345928]",junior,Female
"[36,74]","[13,9]","[22.8176662,34.10608]","[-80.72281,70.8345928]",classic,Male
"[36,74]","[13,9]","[22.8176662,34.10608]","[-80.72281,70.8345928]",classic,Male
"[36,44]","[18,48]","[21.2391067,23.785907899999998]","[105.6758987,90.40261015]",junior,Female
"[36,44]","[18,48]","[21.2391067,23.785907899999998]","[105.6758987,90.40261015]",classic,Male
"[36,44]","[18,48]","[21.2391067,23.785907899999998]","[105.6758987,90.40261015]",junior,Male
"[36,44]","[18,48]","[21.2391067,23.785907899999998]","[105.6758987,90.40261015]",classic,Male
"[47,60]","[17,25]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Female
"[47,60]","[17,25]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Male
"[47,60]","[17,25]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Male
"[47,60]","[17,25]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Male
"[64,73]","[24,45]","[21.2391067,26.7679724]","[105.6758987,94.2347022]",classic,Female
"[64,73]","[24,45]","[21.2391067,26.7679724]","[105.6758987,94.2347022]",classic,Female
"[64,73]","[24,45]","[21.2391067,26.7679724]","[105.6758987,94.2347022]",classic,Male
"[64,73]","[24,45]","[21.2391067,26.7679724]","[105.6758987,94.2347022]",classic,Female
"[64,73]","[24,45]","[21.2391067,26.7679724]","[105.6758987,94.2347022]",classic,Female
"[64,73]","[24,45]","[21.2391067,26.7679724]","[105.6758987,94.2347022]",junior,Male
"[64,73]","[24,45]","[21.2391067,26.7679724]","[105.6758987,94.2347022]",classic,Female
"[36,54]","[30,9]","[-15.2562603,-32.1955535]","[116.0054635,167.151708]",junior,Male
"[36,54]","[30,9]","[-15.2562603,-32.1955535]","[116.0054635,167.151708]",classic,Female
"[36,54]","[30,9]","[-15.2562603,-32.1955535]","[116.0054635,167.151708]",classic,Female
"[36,54]","[30,9]","[-15.2562603,-32.1955535]","[116.0054635,167.151708]",classic,Male
"[36,54]","[30,9]","[-15.2562603,-32.1955535]","[116.0054635,167.151708]",classic,Female
"[39,52]","[12,34]","[-0.639722,-15.2562603]","[167.151708,174.4279938]",classic,Female
"[39,52]","[12,34]","[-0.639722,-15.2562603]","[167.151708,174.4279938]",classic,Male
"[39,52]","[12,34]","[-0.639722,-15.2562603]","[167.151708,174.4279938]",classic,Male
"[39,52]","[12,34]","[-0.639722,-15.2562603]","[167.151708,174.4279938]",classic,Female
"[59,73]","[15,49]","[-32.1955535,-34.8144057]","[138.6736669,148.6077815]",classic,Female
"[59,73]","[15,49]","[-32.1955535,-34.8144057]","[138.6736669,148.6077815]",classic,Female
"[59,73]","[15,49]","[-32.1955535,-34.8144057]","[138.6736669,148.6077815]",classic,Male
"[59,73]","[15,49]","[-32.1955535,-34.8144057]","[138.6736669,148.6077815]",classic,Male
"[57,74]","[23,41]","[-0.639722,-4.9335876]","[144.6420693,174.4279938]",classic,Male
"[57,74]","[23,41]","[-0.639722,-4.9335876]","[144.6420693,174.4279938]",classic,Female
"[57,74]","[23,41]","[-0.639722,-4.9335876]","[144.6420693,174.4279938]",classic,Male
"[57,74]","[23,41]","[-0.639722,-4.9335876]","[144.6420693,174.4279938]",classic,Female
"[34,38]","[38,47]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",classic,Male
"[34,38]","[38,47]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",gold,Male
"[34,38]","[38,47]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",gold,Male
"[34,38]","[38,47]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",junior,Female
"[44,67]","[36,44]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",junior,Female
"[44,67]","[36,44]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",junior,Female
"[44,67]","[36,44]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",classic,Female
"[44,67]","[36,44]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",classic,Female
"[67,75]","[14,53]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",junior,Female
"[67,75]","[14,53]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",gold,Male
"[67,75]","[14,53]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",classic,Female
"[67,75]","[14,53]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",classic,Male
"[67,75]","[14,53]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",classic,Female
"[67,75]","[14,53]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",gold,Female
"[67,75]","[14,53]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",gold,Female
"[37,64]","[19,8]","[34.76436245,34.76436245]","[137.62649011075342,137.62649011075342]",classic,Female
"[37,64]","[19,8]","[34.76436245,34.76436245]","[137.62649011075342,137.62649011075342]",junior,Male
"[37,64]","[19,8]","[34.76436245,34.76436245]","[137.62649011075342,137.62649011075342]",junior,Male
"[37,64]","[19,8]","[34.76436245,34.76436245]","[137.62649011075342,137.62649011075342]",classic,Female
"[37,64]","[19,8]","[34.76436245,34.76436245]","[137.62649011075342,137.62649011075342]",classic,Male
"[42,70]","[41,50]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",classic,Female
"[42,70]","[41,50]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",classic,Male
"[42,70]","[41,50]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",classic,Female
"[42,70]","[41,50]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",classic,Male
"[42,70]","[41,50]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",classic,Female
"[36,53]","[50,56]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",junior,Male
"[36,53]","[50,56]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Male
"[36,53]","[50,56]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",junior,Male
"[36,53]","[50,56]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",junior,Female
"[36,53]","[50,56]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",classic,Female
"[61,73]","[51,54]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",classic,Male
"[61,73]","[51,54]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",classic,Female
"[61,73]","[51,54]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",classic,Female
"[61,73]","[51,54]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",junior,Female
"[40,54]","[13,8]","[38.5439017,46.0272752]","[-116.5759867,-90.0577783]",classic,Male
"[40,54]","[13,8]","[38.5439017,46.0272752]","[-116.5759867,-90.0577783]",gold,Male
"[40,54]","[13,8]","[38.5439017,46.0272752]","[-116.5759867,-90.0577783]",classic,Male
"[40,54]","[13,8]","[38.5439017,46.0272752]","[-116.5759867,-90.0577783]",classic,Male
"[40,54]","[13,8]","[38.5439017,46.0272752]","[-116.5759867,-90.0577783]",classic,Female
"[40,54]","[13,8]","[38.5439017,46.0272752]","[-116.5759867,-90.0577783]",gold,Male
"[40,54]","[13,8]","[38.5439017,46.0272752]","[-116.5759867,-90.0577783]",classic,Female
"[37,53]","[12,2]","[43.61746,52.370336]","[-0.33248,5.6929962]",classic,Female
"[37,53]","[12,2]","[43.61746,52.370336]","[-0.33248,5.6929962]",classic,Male
"[37,53]","[12,2]","[43.61746,52.370336]","[-0.33248,5.6929962]",classic,Female
"[37,53]","[12,2]","[43.61746,52.370336]","[-0.33248,5.6929962]",classic,Male
"[37,53]","[12,2]","[43.61746,52.370336]","[-0.33248,5.6929962]",classic,Female
"[37,53]","[12,2]","[43.61746,52.370336]","[-0.33248,5.6929962]",classic,Male
"[54,75]","[11,9]","[36.10976315,47.6985307]","[-111.75649325870965,-88.822156]",classic,Female
"[54,75]","[11,9]","[36.10976315,47.6985307]","[-111.75649325870965,-88.822156]",classic,Female
"[54,75]","[11,9]","[36.10976315,47.6985307]","[-111.75649325870965,-88.822156]",classic,Female
"[54,75]","[11,9]","[36.10976315,47.6985307]","[-111.75649325870965,-88.822156]",classic,Male
"[54,75]","[11,9]","[36.10976315,47.6985307]","[-111.75649325870965,-88.822156]",classic,Male
