cli_district_id,birthdate,lat_street,lon_street,frequency,gender
"[14,27]","[17,6]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",POPLATEK TYDNE,Female
"[14,27]","[17,6]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",POPLATEK MESICNE,Male
"[14,27]","[17,6]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",POPLATEK MESICNE,Male
"[14,27]","[17,6]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",POPLATEK MESICNE,Male
"[27,36]","[19,32]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",POPLATEK TYDNE,Female
"[27,36]","[19,32]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",POPLATEK MESICNE,Female
"[27,36]","[19,32]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",POPLATEK TYDNE,Female
"[27,36]","[19,32]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",POPLATEK MESICNE,Male
"[27,36]","[19,32]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",POPLATEK MESICNE,Female
"[27,36]","[19,32]","[21.2391067,22.315357849999998]","[105.6758987,114.0451497252082]",POPLATEK MESICNE,Female
"[16,19]","[33,38]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Male
"[16,19]","[33,38]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Female
"[16,19]","[33,38]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Male
"[16,19]","[33,38]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Female
"[16,19]","[33,38]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Female
"[16,19]","[33,38]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Male
"[16,19]","[33,38]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Female
"[19,34]","[34,39]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Female
"[19,34]","[34,39]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Female
"[19,34]","[34,39]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Male
"[19,34]","[34,39]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK TYDNE,Male
"[19,34]","[34,39]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Female
"[19,34]","[34,39]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Female
"[19,34]","[34,39]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Male
"[13,18]","[41,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Male
"[13,18]","[41,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Female
"[13,18]","[41,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Female
"[13,18]","[41,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Female
"[13,18]","[41,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Female
"[13,18]","[41,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Male
"[18,26]","[42,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Male
"[18,26]","[42,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK TYDNE,Female
"[18,26]","[42,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Female
"[18,26]","[42,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Female
"[18,26]","[42,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Male
"[18,26]","[42,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK TYDNE,Female
"[18,26]","[42,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Female
"[26,33]","[39,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Male
"[26,33]","[39,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Male
"[26,33]","[39,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Female
"[26,33]","[39,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Male
"[26,33]","[39,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Male
"[34,36]","[40,45]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Male
"[34,36]","[40,45]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK TYDNE,Female
"[34,36]","[40,45]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Male
"[34,36]","[40,45]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Male
"[33,37]","[46,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK TYDNE,Female
"[33,37]","[46,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Male
"[33,37]","[46,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK MESICNE,Male
"[33,37]","[46,52]","[21.2391067,21.2391067]","[105.6758987,105.6758987]",POPLATEK TYDNE,Male
"[1,9]","[10,9]","[22.8176662,37.8701147]","[12.4465938,73.9273745]",POPLATEK MESICNE,Male
"[1,9]","[10,9]","[22.8176662,37.8701147]","[12.4465938,73.9273745]",POPLATEK MESICNE,Female
"[1,9]","[10,9]","[22.8176662,37.8701147]","[12.4465938,73.9273745]",POPLATEK MESICNE,Female
"[1,9]","[10,9]","[22.8176662,37.8701147]","[12.4465938,73.9273745]",POPLATEK MESICNE,Female
"[1,9]","[10,9]","[22.8176662,37.8701147]","[12.4465938,73.9273745]",POPLATEK MESICNE,Female
"[1,9]","[10,9]","[22.8176662,37.8701147]","[12.4465938,73.9273745]",POPLATEK MESICNE,Male
"[1,9]","[10,9]","[22.8176662,37.8701147]","[12.4465938,73.9273745]",POPLATEK MESICNE,Female
"[1,4]","[11,9]","[41.0082723,45.3561539]","[13.5168645,28.9555974]",POPLATEK MESICNE,Female
"[1,4]","[11,9]","[41.0082723,45.3561539]","[13.5168645,28.9555974]",POPLATEK MESICNE,Female
"[1,4]","[11,9]","[41.0082723,45.3561539]","[13.5168645,28.9555974]",POPLATEK MESICNE,Male
"[1,4]","[11,9]","[41.0082723,45.3561539]","[13.5168645,28.9555974]",POPLATEK MESICNE,Female
"[1,4]","[11,9]","[41.0082723,45.3561539]","[13.5168645,28.9555974]",POPLATEK MESICNE,Female
"[1,4]","[11,9]","[41.0082723,45.3561539]","[13.5168645,28.9555974]",POPLATEK MESICNE,Male
"[1,2]","[10,6]","[22.6010087,34.76436245]","[137.62649011075342,94.1977863]",POPLATEK MESICNE,Male
"[1,2]","[10,6]","[22.6010087,34.76436245]","[137.62649011075342,94.1977863]",POPLATEK MESICNE,Female
"[1,2]","[10,6]","[22.6010087,34.76436245]","[137.62649011075342,94.1977863]",POPLATEK MESICNE,Male
"[1,2]","[10,6]","[22.6010087,34.76436245]","[137.62649011075342,94.1977863]",POPLATEK MESICNE,Female
"[1,2]","[10,6]","[22.6010087,34.76436245]","[137.62649011075342,94.1977863]",POPLATEK MESICNE,Male
"[1,2]","[10,6]","[22.6010087,34.76436245]","[137.62649011075342,94.1977863]",POPLATEK MESICNE,Male
"[1,4]","[13,28]","[24.1299753,34.76436245]","[120.6343613,76.0579097]",POPLATEK MESICNE,Male
"[1,4]","[13,28]","[24.1299753,34.76436245]","[120.6343613,76.0579097]",POPLATEK MESICNE,Female
"[1,4]","[13,28]","[24.1299753,34.76436245]","[120.6343613,76.0579097]",POPLATEK MESICNE,Female
"[1,4]","[13,28]","[24.1299753,34.76436245]","[120.6343613,76.0579097]",POPLATEK MESICNE,Male
"[1,4]","[13,28]","[24.1299753,34.76436245]","[120.6343613,76.0579097]",POPLATEK MESICNE,Male
"[1,4]","[13,28]","[24.1299753,34.76436245]","[120.6343613,76.0579097]",POPLATEK MESICNE,Female
"[1,4]","[13,28]","[24.1299753,34.76436245]","[120.6343613,76.0579097]",POPLATEK MESICNE,Male
"[1,9]","[10,3]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Male
"[1,9]","[10,3]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Male
"[1,9]","[10,3]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Female
"[1,9]","[10,3]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Female
"[1,9]","[10,3]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Male
"[1,9]","[10,3]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Male
"[1,9]","[10,3]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Male
"[1,9]","[19,29]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Male
"[1,9]","[19,29]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Female
"[1,9]","[19,29]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Male
"[1,9]","[19,29]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",POPLATEK TYDNE,Female
"[1,9]","[19,29]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Female
"[1,9]","[19,29]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Female
"[1,9]","[19,29]","[34.76436245,35.6468662]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Male
"[1,4]","[10,9]","[45.856049,49.9163758]","[12.871806244651292,18.759683837376087]",POPLATEK PO OBRATU,Male
"[1,4]","[10,9]","[45.856049,49.9163758]","[12.871806244651292,18.759683837376087]",POPLATEK MESICNE,Male
"[1,4]","[10,9]","[45.856049,49.9163758]","[12.871806244651292,18.759683837376087]",POPLATEK MESICNE,Male
"[1,4]","[10,9]","[45.856049,49.9163758]","[12.871806244651292,18.759683837376087]",POPLATEK MESICNE,Female
"[1,4]","[10,9]","[45.856049,49.9163758]","[12.871806244651292,18.759683837376087]",POPLATEK MESICNE,Female
"[10,8]","[15,8]","[45.856049,47.5896355]","[15.805707,38.863526724614786]",POPLATEK MESICNE,Male
"[10,8]","[15,8]","[45.856049,47.5896355]","[15.805707,38.863526724614786]",POPLATEK MESICNE,Male
"[10,8]","[15,8]","[45.856049,47.5896355]","[15.805707,38.863526724614786]",POPLATEK MESICNE,Female
"[10,8]","[15,8]","[45.856049,47.5896355]","[15.805707,38.863526724614786]",POPLATEK MESICNE,Female
"[10,8]","[15,8]","[45.856049,47.5896355]","[15.805707,38.863526724614786]",POPLATEK MESICNE,Male
"[1,3]","[10,9]","[50.9861642,63.8729927]","[12.1339058,22.5337291]",POPLATEK MESICNE,Female
"[1,3]","[10,9]","[50.9861642,63.8729927]","[12.1339058,22.5337291]",POPLATEK MESICNE,Female
"[1,3]","[10,9]","[50.9861642,63.8729927]","[12.1339058,22.5337291]",POPLATEK MESICNE,Female
"[1,3]","[10,9]","[50.9861642,63.8729927]","[12.1339058,22.5337291]",POPLATEK MESICNE,Male
"[1,3]","[10,9]","[50.9861642,63.8729927]","[12.1339058,22.5337291]",POPLATEK MESICNE,Female
"[13,9]","[11,9]","[51.4765067,65.9917503]","[12.1339058,22.3415298]",POPLATEK MESICNE,Male
"[13,9]","[11,9]","[51.4765067,65.9917503]","[12.1339058,22.3415298]",POPLATEK MESICNE,Male
"[13,9]","[11,9]","[51.4765067,65.9917503]","[12.1339058,22.3415298]",POPLATEK MESICNE,Male
"[13,9]","[11,9]","[51.4765067,65.9917503]","[12.1339058,22.3415298]",POPLATEK MESICNE,Female
"[1,1]","[16,25]","[45.3561539,48.7937589]","[12.871806244651292,24.2768263]",POPLATEK MESICNE,Female
"[1,1]","[16,25]","[45.3561539,48.7937589]","[12.871806244651292,24.2768263]",POPLATEK MESICNE,Female
"[1,1]","[16,25]","[45.3561539,48.7937589]","[12.871806244651292,24.2768263]",POPLATEK MESICNE,Male
"[1,1]","[16,25]","[45.3561539,48.7937589]","[12.871806244651292,24.2768263]",POPLATEK MESICNE,Female
"[1,1]","[16,25]","[45.3561539,48.7937589]","[12.871806244651292,24.2768263]",POPLATEK MESICNE,Female
"[10,4]","[16,26]","[45.3561539,49.3237586]","[13.233437,24.2768263]",POPLATEK MESICNE,Female
"[10,4]","[16,26]","[45.3561539,49.3237586]","[13.233437,24.2768263]",POPLATEK MESICNE,Female
"[10,4]","[16,26]","[45.3561539,49.3237586]","[13.233437,24.2768263]",POPLATEK MESICNE,Female
"[10,4]","[16,26]","[45.3561539,49.3237586]","[13.233437,24.2768263]",POPLATEK MESICNE,Male
"[10,4]","[16,26]","[45.3561539,49.3237586]","[13.233437,24.2768263]",POPLATEK MESICNE,Male
"[1,1]","[15,22]","[54.3751408,64.5522299]","[18.0075426,38.55178176057875]",POPLATEK MESICNE,Male
"[1,1]","[15,22]","[54.3751408,64.5522299]","[18.0075426,38.55178176057875]",POPLATEK MESICNE,Male
"[1,1]","[15,22]","[54.3751408,64.5522299]","[18.0075426,38.55178176057875]",POPLATEK MESICNE,Male
"[1,1]","[15,22]","[54.3751408,64.5522299]","[18.0075426,38.55178176057875]",POPLATEK MESICNE,Female
"[1,1]","[15,22]","[54.3751408,64.5522299]","[18.0075426,38.55178176057875]",POPLATEK MESICNE,Female
"[10,7]","[16,28]","[59.3192446,65.9917503]","[10.3063873,22.3415298]",POPLATEK MESICNE,Female
"[10,7]","[16,28]","[59.3192446,65.9917503]","[10.3063873,22.3415298]",POPLATEK MESICNE,Female
"[10,7]","[16,28]","[59.3192446,65.9917503]","[10.3063873,22.3415298]",POPLATEK MESICNE,Male
"[10,7]","[16,28]","[59.3192446,65.9917503]","[10.3063873,22.3415298]",POPLATEK MESICNE,Male
"[10,7]","[16,28]","[59.3192446,65.9917503]","[10.3063873,22.3415298]",POPLATEK MESICNE,Female
"[13,25]","[12,6]","[22.7505211,42.4020525]","[10.804125137827484,88.3690747]",POPLATEK MESICNE,Female
"[13,25]","[12,6]","[22.7505211,42.4020525]","[10.804125137827484,88.3690747]",POPLATEK MESICNE,Male
"[13,25]","[12,6]","[22.7505211,42.4020525]","[10.804125137827484,88.3690747]",POPLATEK MESICNE,Male
"[13,25]","[12,6]","[22.7505211,42.4020525]","[10.804125137827484,88.3690747]",POPLATEK MESICNE,Female
"[13,25]","[12,6]","[22.7505211,42.4020525]","[10.804125137827484,88.3690747]",POPLATEK MESICNE,Male
"[13,25]","[12,6]","[22.7505211,42.4020525]","[10.804125137827484,88.3690747]",POPLATEK MESICNE,Male
"[13,25]","[12,6]","[22.7505211,42.4020525]","[10.804125137827484,88.3690747]",POPLATEK MESICNE,Female
"[25,36]","[15,9]","[22.60044465,25.301252]","[70.8345928,88.41496724999999]",POPLATEK MESICNE,Male
"[25,36]","[15,9]","[22.60044465,25.301252]","[70.8345928,88.41496724999999]",POPLATEK MESICNE,Male
"[25,36]","[15,9]","[22.60044465,25.301252]","[70.8345928,88.41496724999999]",POPLATEK MESICNE,Male
"[25,36]","[15,9]","[22.60044465,25.301252]","[70.8345928,88.41496724999999]",POPLATEK MESICNE,Male
"[25,36]","[15,9]","[22.60044465,25.301252]","[70.8345928,88.41496724999999]",POPLATEK MESICNE,Female
"[25,36]","[15,9]","[22.60044465,25.301252]","[70.8345928,88.41496724999999]",POPLATEK MESICNE,Female
"[13,22]","[16,29]","[22.315357849999998,34.76436245]","[114.0451497252082,137.62649011075342]",POPLATEK MESICNE,Male
"[13,22]","[16,29]","[22.315357849999998,34.76436245]","[114.0451497252082,137.62649011075342]",POPLATEK TYDNE,Female
"[13,22]","[16,29]","[22.315357849999998,34.76436245]","[114.0451497252082,137.62649011075342]",POPLATEK MESICNE,Female
"[13,22]","[16,29]","[22.315357849999998,34.76436245]","[114.0451497252082,137.62649011075342]",POPLATEK MESICNE,Female
"[13,22]","[16,29]","[22.315357849999998,34.76436245]","[114.0451497252082,137.62649011075342]",POPLATEK MESICNE,Female
"[13,22]","[16,29]","[22.315357849999998,34.76436245]","[114.0451497252082,137.62649011075342]",POPLATEK MESICNE,Female
"[23,37]","[13,9]","[23.785907899999998,37.703741300000004]","[127.18047155761109,94.2347022]",POPLATEK MESICNE,Male
"[23,37]","[13,9]","[23.785907899999998,37.703741300000004]","[127.18047155761109,94.2347022]",POPLATEK MESICNE,Male
"[23,37]","[13,9]","[23.785907899999998,37.703741300000004]","[127.18047155761109,94.2347022]",POPLATEK MESICNE,Male
"[23,37]","[13,9]","[23.785907899999998,37.703741300000004]","[127.18047155761109,94.2347022]",POPLATEK MESICNE,Female
"[23,37]","[13,9]","[23.785907899999998,37.703741300000004]","[127.18047155761109,94.2347022]",POPLATEK MESICNE,Female
"[23,37]","[13,9]","[23.785907899999998,37.703741300000004]","[127.18047155761109,94.2347022]",POPLATEK MESICNE,Male
"[16,32]","[10,3]","[34.76436245,35.66317585]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Female
"[16,32]","[10,3]","[34.76436245,35.66317585]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Male
"[16,32]","[10,3]","[34.76436245,35.66317585]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Male
"[16,32]","[10,3]","[34.76436245,35.66317585]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Male
"[16,32]","[10,3]","[34.76436245,35.66317585]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Male
"[16,32]","[10,3]","[34.76436245,35.66317585]","[137.62649011075342,139.7435795]",POPLATEK TYDNE,Male
"[16,32]","[10,3]","[34.76436245,35.66317585]","[137.62649011075342,139.7435795]",POPLATEK MESICNE,Female
"[32,37]","[12,8]","[34.76436245,35.66317585]","[137.62649011075342,139.66232083183405]",POPLATEK MESICNE,Male
"[32,37]","[12,8]","[34.76436245,35.66317585]","[137.62649011075342,139.66232083183405]",POPLATEK MESICNE,Female
"[32,37]","[12,8]","[34.76436245,35.66317585]","[137.62649011075342,139.66232083183405]",POPLATEK MESICNE,Male
"[32,37]","[12,8]","[34.76436245,35.66317585]","[137.62649011075342,139.66232083183405]",POPLATEK MESICNE,Male
"[33,37]","[15,26]","[34.76436245,34.76436245]","[137.62649011075342,137.62649011075342]",POPLATEK MESICNE,Female
"[33,37]","[15,26]","[34.76436245,34.76436245]","[137.62649011075342,137.62649011075342]",POPLATEK MESICNE,Female
"[33,37]","[15,26]","[34.76436245,34.76436245]","[137.62649011075342,137.62649011075342]",POPLATEK MESICNE,Female
"[33,37]","[15,26]","[34.76436245,34.76436245]","[137.62649011075342,137.62649011075342]",POPLATEK MESICNE,Female
"[15,19]","[12,7]","[42.4020525,48.7937589]","[12.871806244651292,24.2768263]",POPLATEK MESICNE,Male
"[15,19]","[12,7]","[42.4020525,48.7937589]","[12.871806244651292,24.2768263]",POPLATEK MESICNE,Male
"[15,19]","[12,7]","[42.4020525,48.7937589]","[12.871806244651292,24.2768263]",POPLATEK MESICNE,Female
"[15,19]","[12,7]","[42.4020525,48.7937589]","[12.871806244651292,24.2768263]",POPLATEK MESICNE,Male
"[15,19]","[12,7]","[42.4020525,48.7937589]","[12.871806244651292,24.2768263]",POPLATEK PO OBRATU,Female
"[15,21]","[3,9]","[48.7937589,65.9917503]","[12.1339058,22.3415298]",POPLATEK MESICNE,Male
"[15,21]","[3,9]","[48.7937589,65.9917503]","[12.1339058,22.3415298]",POPLATEK MESICNE,Female
"[15,21]","[3,9]","[48.7937589,65.9917503]","[12.1339058,22.3415298]",POPLATEK MESICNE,Female
"[15,21]","[3,9]","[48.7937589,65.9917503]","[12.1339058,22.3415298]",POPLATEK MESICNE,Female
"[15,21]","[3,9]","[48.7937589,65.9917503]","[12.1339058,22.3415298]",POPLATEK MESICNE,Female
"[15,21]","[3,9]","[48.7937589,65.9917503]","[12.1339058,22.3415298]",POPLATEK MESICNE,Male
"[15,24]","[14,28]","[45.3561539,48.08396985]","[11.629936809436494,24.2768263]",POPLATEK MESICNE,Female
"[15,24]","[14,28]","[45.3561539,48.08396985]","[11.629936809436494,24.2768263]",POPLATEK MESICNE,Male
"[15,24]","[14,28]","[45.3561539,48.08396985]","[11.629936809436494,24.2768263]",POPLATEK MESICNE,Female
"[15,24]","[14,28]","[45.3561539,48.08396985]","[11.629936809436494,24.2768263]",POPLATEK MESICNE,Male
"[15,24]","[14,28]","[45.3561539,48.08396985]","[11.629936809436494,24.2768263]",POPLATEK MESICNE,Female
"[15,24]","[14,28]","[45.3561539,48.08396985]","[11.629936809436494,24.2768263]",POPLATEK MESICNE,Female
"[16,25]","[20,25]","[50.062089400000005,65.9917503]","[14.360117931358063,22.3415298]",POPLATEK MESICNE,Female
"[16,25]","[20,25]","[50.062089400000005,65.9917503]","[14.360117931358063,22.3415298]",POPLATEK MESICNE,Male
"[16,25]","[20,25]","[50.062089400000005,65.9917503]","[14.360117931358063,22.3415298]",POPLATEK TYDNE,Female
"[16,25]","[20,25]","[50.062089400000005,65.9917503]","[14.360117931358063,22.3415298]",POPLATEK MESICNE,Female
"[16,25]","[20,25]","[50.062089400000005,65.9917503]","[14.360117931358063,22.3415298]",POPLATEK MESICNE,Male
"[28,37]","[10,9]","[42.4020525,47.7191669]","[15.805707,24.2768263]",POPLATEK MESICNE,Female
"[28,37]","[10,9]","[42.4020525,47.7191669]","[15.805707,24.2768263]",POPLATEK MESICNE,Male
"[28,37]","[10,9]","[42.4020525,47.7191669]","[15.805707,24.2768263]",POPLATEK MESICNE,Male
"[28,37]","[10,9]","[42.4020525,47.7191669]","[15.805707,24.2768263]",POPLATEK MESICNE,Female
"[28,37]","[10,9]","[42.4020525,47.7191669]","[15.805707,24.2768263]",POPLATEK MESICNE,Female
"[28,37]","[10,9]","[42.4020525,47.7191669]","[15.805707,24.2768263]",POPLATEK MESICNE,Male
"[26,36]","[14,22]","[42.4020525,47.7191669]","[15.805707,24.2768263]",POPLATEK MESICNE,Female
"[26,36]","[14,22]","[42.4020525,47.7191669]","[15.805707,24.2768263]",POPLATEK MESICNE,Female
"[26,36]","[14,22]","[42.4020525,47.7191669]","[15.805707,24.2768263]",POPLATEK MESICNE,Male
"[26,36]","[14,22]","[42.4020525,47.7191669]","[15.805707,24.2768263]",POPLATEK MESICNE,Female
"[26,36]","[14,22]","[42.4020525,47.7191669]","[15.805707,24.2768263]",POPLATEK MESICNE,Female
"[26,35]","[13,8]","[48.7937589,63.8729927]","[12.871806244651292,22.5337291]",POPLATEK MESICNE,Female
"[26,35]","[13,8]","[48.7937589,63.8729927]","[12.871806244651292,22.5337291]",POPLATEK MESICNE,Male
"[26,35]","[13,8]","[48.7937589,63.8729927]","[12.871806244651292,22.5337291]",POPLATEK MESICNE,Female
"[26,35]","[13,8]","[48.7937589,63.8729927]","[12.871806244651292,22.5337291]",POPLATEK MESICNE,Male
"[26,35]","[13,8]","[48.7937589,63.8729927]","[12.871806244651292,22.5337291]",POPLATEK MESICNE,Male
"[26,35]","[13,8]","[48.7937589,63.8729927]","[12.871806244651292,22.5337291]",POPLATEK MESICNE,Female
"[27,36]","[19,25]","[51.4765067,65.160257]","[12.1339058,21.1531877]",POPLATEK MESICNE,Female
"[27,36]","[19,25]","[51.4765067,65.160257]","[12.1339058,21.1531877]",POPLATEK MESICNE,Female
"[27,36]","[19,25]","[51.4765067,65.160257]","[12.1339058,21.1531877]",POPLATEK TYDNE,Female
"[27,36]","[19,25]","[51.4765067,65.160257]","[12.1339058,21.1531877]",POPLATEK MESICNE,Female
"[27,36]","[19,25]","[51.4765067,65.160257]","[12.1339058,21.1531877]",POPLATEK MESICNE,Male
"[1,6]","[31,39]","[22.8176662,35.2033976]","[30.5480245,70.8345928]",POPLATEK MESICNE,Male
"[1,6]","[31,39]","[22.8176662,35.2033976]","[30.5480245,70.8345928]",POPLATEK PO OBRATU,Female
"[1,6]","[31,39]","[22.8176662,35.2033976]","[30.5480245,70.8345928]",POPLATEK MESICNE,Female
"[1,6]","[31,39]","[22.8176662,35.2033976]","[30.5480245,70.8345928]",POPLATEK MESICNE,Male
"[1,8]","[29,45]","[37.8089528,42.4020525]","[12.4465938,20.3235369]",POPLATEK MESICNE,Female
"[1,8]","[29,45]","[37.8089528,42.4020525]","[12.4465938,20.3235369]",POPLATEK MESICNE,Male
"[1,8]","[29,45]","[37.8089528,42.4020525]","[12.4465938,20.3235369]",POPLATEK PO OBRATU,Male
"[1,8]","[29,45]","[37.8089528,42.4020525]","[12.4465938,20.3235369]",POPLATEK MESICNE,Female
"[1,2]","[31,44]","[22.315357849999998,33.7865754]","[114.0451497252082,90.40261015]",POPLATEK MESICNE,Female
"[1,2]","[31,44]","[22.315357849999998,33.7865754]","[114.0451497252082,90.40261015]",POPLATEK MESICNE,Male
"[1,2]","[31,44]","[22.315357849999998,33.7865754]","[114.0451497252082,90.40261015]",POPLATEK MESICNE,Female
"[1,2]","[31,44]","[22.315357849999998,33.7865754]","[114.0451497252082,90.40261015]",POPLATEK MESICNE,Female
"[1,2]","[31,44]","[22.315357849999998,33.7865754]","[114.0451497252082,90.40261015]",POPLATEK MESICNE,Female
"[1,2]","[31,44]","[22.315357849999998,33.7865754]","[114.0451497252082,90.40261015]",POPLATEK MESICNE,Female
"[1,2]","[31,44]","[22.315357849999998,33.7865754]","[114.0451497252082,90.40261015]",POPLATEK MESICNE,Female
"[1,2]","[31,44]","[22.315357849999998,33.7865754]","[114.0451497252082,90.40261015]",POPLATEK MESICNE,Female
"[1,2]","[31,44]","[22.315357849999998,33.7865754]","[114.0451497252082,90.40261015]",POPLATEK MESICNE,Male
"[1,2]","[31,44]","[22.315357849999998,33.7865754]","[114.0451497252082,90.40261015]",POPLATEK MESICNE,Male
"[1,6]","[30,40]","[24.1299753,35.6468662]","[120.6343613,139.7435795]",POPLATEK MESICNE,Female
"[1,6]","[30,40]","[24.1299753,35.6468662]","[120.6343613,139.7435795]",POPLATEK MESICNE,Male
"[1,6]","[30,40]","[24.1299753,35.6468662]","[120.6343613,139.7435795]",POPLATEK TYDNE,Male
"[1,6]","[30,40]","[24.1299753,35.6468662]","[120.6343613,139.7435795]",POPLATEK MESICNE,Male
"[1,6]","[30,40]","[24.1299753,35.6468662]","[120.6343613,139.7435795]",POPLATEK MESICNE,Male
"[1,6]","[30,40]","[24.1299753,35.6468662]","[120.6343613,139.7435795]",POPLATEK MESICNE,Female
"[1,6]","[30,40]","[24.1299753,35.6468662]","[120.6343613,139.7435795]",POPLATEK MESICNE,Female
"[1,6]","[30,40]","[24.1299753,35.6468662]","[120.6343613,139.7435795]",POPLATEK MESICNE,Female
"[1,6]","[30,40]","[24.1299753,35.6468662]","[120.6343613,139.7435795]",POPLATEK MESICNE,Female
"[1,6]","[30,40]","[24.1299753,35.6468662]","[120.6343613,139.7435795]",POPLATEK MESICNE,Male
"[1,8]","[43,50]","[22.315357849999998,35.66317585]","[114.0451497252082,139.7435795]",POPLATEK MESICNE,Female
"[1,8]","[43,50]","[22.315357849999998,35.66317585]","[114.0451497252082,139.7435795]",POPLATEK MESICNE,Female
